step,current_time,current_time_norm,queue_length_norm,avg_waiting_time_norm,max_lateness_risk_norm,urgent_jobs_norm,energy_tariff_norm,energy_tariff,action_type,oven_id,num_panels,reward,action_validation_reward,launch_reward,heating_reward,wait_reward,energy_cost_penalty,lateness_penalty,completion_reward,queue_length,completed_jobs,total_reward,total_energy_cost,total_lateness_penalty,late_jobs_count,terminated,truncated,oven_0_busy,oven_0_heating,oven_0_cooling,oven_0_time_to_completion,oven_0_time_to_ready,oven_0_temperature,oven_1_busy,oven_1_heating,oven_1_cooling,oven_1_time_to_completion,oven_1_time_to_ready,oven_1_temperature
396,396.0,0.275,0.76576203,0.9999491,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-75.04671055548802,-24.0,29.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
397,396.99997,0.27569443,0.76576203,0.99995077,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-75.14671055548801,-24.0,29.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9048374
398,398.0,0.27638888,0.76576203,0.9999524,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-75.24671055548801,-24.0,29.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7408182
399,399.0,0.27708334,0.76576203,0.999954,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-75.346710555488,-24.0,29.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5488116
400,400.00003,0.2777778,0.76576203,0.9999555,0.9950548,0.99991786,0.6666667,1.0,1,0,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-75.446710555488,-24.0,29.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.36787945
401,401.0,0.27847221,0.76576203,0.9999569,0.9950548,0.99991786,0.6666667,1.0,2,1,0,-1.72313016014843,0.0,0.0,0.7768698398515701,0.0,-1.5,-1.0,0.0,101,0,-77.16984071563643,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22313017
402,402.0,0.27916667,0.76576203,0.99995834,0.9950548,0.99991786,0.6666667,1.0,2,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-77.26984071563642,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5079774,0.73214424,0.27492148
403,403.00003,0.27986112,0.76576203,0.9999597,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-77.36984071563641,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.47770002,0.6996766,0.37159863
404,404.0,0.28055555,0.76576203,0.999961,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-77.46984071563641,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4462436,0.66403675,0.4972789
405,405.0,0.28125,0.76576203,0.99996233,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-77.5698407156364,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.41364443,0.62510043,0.6313379
406,406.0,0.28194445,0.76576203,0.9999635,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-77.6698407156364,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.37994897,0.5827829,0.75422525
407,406.99997,0.28263888,0.76576203,0.9999647,0.9950548,0.99991786,0.6666667,1.0,1,0,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-77.76984071563639,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.34521404,0.5370496,0.8525351
408,408.0,0.28333333,0.76576203,0.9999659,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-77.86984071563639,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.30950692,0.487925,0.9213521
409,409.0,0.28402779,0.76576203,0.99996704,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-77.96984071563638,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.27290508,0.4355021,0.96329767
410,409.99997,0.2847222,0.76576203,0.9999681,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-78.06984071563637,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.23549575,0.37994897,0.9853191
411,411.0,0.28541666,0.76576203,0.9999691,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-78.16984071563637,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19737533,0.32151273,0.99510634
412,412.0,0.28611112,0.76576203,0.99997014,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-78.26984071563636,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1586485,0.26052046,0.998695
413,413.00003,0.28680557,0.76576203,0.99997115,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-78.36984071563636,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1194273,0.19737533,0.999739
414,414.0,0.2875,0.76576203,0.9999721,0.9950548,0.99991786,0.6666667,1.0,1,0,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-78.46984071563635,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07982977,0.1325488,0.9999652
415,415.0,0.28819445,0.76576203,0.999973,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-78.56984071563635,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03997868,0.06656808,0.9999977
416,416.00003,0.2888889,0.76576203,0.9999739,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-78.66984071563634,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
417,417.0,0.28958333,0.76576203,0.9999747,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-78.76984071563633,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
418,418.0,0.29027778,0.76576203,0.99997556,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-78.86984071563633,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
419,419.0,0.29097223,0.76576203,0.99997634,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-78.96984071563632,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
420,420.0,0.29166666,0.76576203,0.9999771,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-79.06984071563632,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
421,421.0,0.2923611,0.76576203,0.9999779,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-79.16984071563631,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
422,422.0,0.29305556,0.76576203,0.9999786,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-79.2698407156363,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
423,422.99997,0.29375,0.76576203,0.9999793,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-79.3698407156363,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9048374
424,424.0,0.29444444,0.76576203,0.99998,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-79.4698407156363,-25.5,30.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7408182
425,425.0,0.2951389,0.76576203,0.9999806,0.9950548,0.99991786,0.6666667,1.0,2,0,0,-1.5,0.0,0.0,1.0,0.0,-1.5,-1.0,0.0,101,0,-80.9698407156363,-27.0,31.00259795361337,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5488116
426,425.99997,0.29583332,0.76576203,0.9999813,0.9950548,0.99991786,0.6666667,1.0,2,1,0,-1.8678794411714423,0.0,0.0,0.6321205588285577,0.0,-1.5,-1.0,0.0,101,0,-82.83772015680773,-28.5,32.002597953613375,0,False,False,0.0,1.0,0.0,0.5079774,0.73214424,0.06666667,0.0,0.0,1.0,0.0,0.0,0.36787945
427,427.0,0.29652777,0.76576203,0.9999819,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-82.93772015680773,-28.5,32.002597953613375,0,False,False,0.0,1.0,0.0,0.47770002,0.6996766,0.19111112,0.0,1.0,0.0,0.5079774,0.73214424,0.4100208
428,428.0,0.29722223,0.76576203,0.9999825,0.9950548,0.99991786,0.6666667,1.0,1,0,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-83.03772015680772,-28.5,32.002597953613375,0,False,False,0.0,1.0,0.0,0.4462436,0.66403675,0.35288888,0.0,1.0,0.0,0.47770002,0.6996766,0.4886847
429,429.00003,0.29791668,0.76576203,0.9999831,0.9950548,0.99991786,0.6666667,1.0,1,0,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-83.13772015680772,-28.5,32.002597953613375,0,False,False,0.0,1.0,0.0,0.41364443,0.62510043,0.52545184,0.0,1.0,0.0,0.4462436,0.66403675,0.59094775
430,430.0,0.2986111,0.76576203,0.9999836,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-83.23772015680771,-28.5,32.002597953613375,0,False,False,0.0,1.0,0.0,0.37994897,0.5827829,0.6836346,0.0,1.0,0.0,0.41364443,0.62510043,0.70002836
431,431.0,0.29930556,0.76576203,0.99998415,0.9950548,0.99991786,0.6666667,1.0,2,0,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-83.3377201568077,-28.5,32.002597953613375,0,False,False,0.0,1.0,0.0,0.34521404,0.5370496,0.8101807,0.0,1.0,0.0,0.37994897,0.5827829,0.8000189
432,432.00003,0.3,0.76576203,0.9999847,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-83.4377201568077,-28.5,32.002597953613375,0,False,False,0.0,1.0,0.0,0.30950692,0.487925,0.89876306,0.0,1.0,0.0,0.34521404,0.5370496,0.8800113
433,433.0,0.30069444,0.76576203,0.99998516,0.9950548,0.99991786,0.6666667,1.0,1,0,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-83.5377201568077,-28.5,32.002597953613375,0,False,False,0.0,1.0,0.0,0.27290508,0.4355021,0.9527561,0.0,1.0,0.0,0.30950692,0.487925,0.93600607
434,434.0,0.3013889,0.76576203,0.99998564,0.9950548,0.99991786,0.6666667,1.0,1,0,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-83.63772015680769,-28.5,32.002597953613375,0,False,False,0.0,1.0,0.0,0.23549575,0.37994897,0.98110247,0.0,1.0,0.0,0.27290508,0.4355021,0.97013617
435,435.0,0.30208334,0.76576203,0.9999861,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-83.73772015680768,-28.5,32.002597953613375,0,False,False,0.0,1.0,0.0,0.19737533,0.32151273,0.9937008,0.0,1.0,0.0,0.23549575,0.37994897,0.98805445
436,436.0,0.30277777,0.76576203,0.9999866,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-83.83772015680768,-28.5,32.002597953613375,0,False,False,0.0,1.0,0.0,0.1586485,0.26052046,0.9983202,0.0,1.0,0.0,0.19737533,0.32151273,0.9960182
437,437.0,0.30347222,0.76576203,0.999987,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-83.93772015680767,-28.5,32.002597953613375,0,False,False,0.0,1.0,0.0,0.1194273,0.19737533,0.99966407,0.0,1.0,0.0,0.1586485,0.26052046,0.9989382
438,438.0,0.30416667,0.76576203,0.9999875,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-84.03772015680767,-28.5,32.002597953613375,0,False,False,0.0,1.0,0.0,0.07982977,0.1325488,0.9999552,0.0,1.0,0.0,0.1194273,0.19737533,0.9997876
439,438.99997,0.3048611,0.76576203,0.99998784,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-84.13772015680766,-28.5,32.002597953613375,0,False,False,0.0,1.0,0.0,0.03997868,0.06656808,0.999997,0.0,1.0,0.0,0.07982977,0.1325488,0.9999717
440,440.0,0.30555555,0.76576203,0.99998826,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-84.23772015680765,-28.5,32.002597953613375,0,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.03997868,0.06656808,0.9999981
441,441.0,0.30625,0.76576203,0.9999887,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-84.33772015680765,-28.5,32.002597953613375,0,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
442,441.99997,0.30694443,0.76576203,0.99998903,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-84.43772015680764,-28.5,32.002597953613375,0,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
443,443.0,0.30763888,0.76576203,0.9999894,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-84.53772015680764,-28.5,32.002597953613375,0,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
444,444.0,0.30833334,0.76576203,0.99998975,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-84.63772015680763,-28.5,32.002597953613375,0,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
445,445.00003,0.3090278,0.76576203,0.99999005,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-84.73772015680763,-28.5,32.002597953613375,0,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
446,446.0,0.30972221,0.76576203,0.9999904,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-84.83772015680762,-28.5,32.002597953613375,0,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
447,447.0,0.31041667,0.76576203,0.9999907,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-84.93772015680761,-28.5,32.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.9048374,0.0,0.0,0.0,0.0,0.0,1.0
448,448.00003,0.31111112,0.76576203,0.999991,0.9950548,0.99991786,0.6666667,1.0,1,0,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-85.03772015680761,-28.5,32.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.7408182,0.0,0.0,1.0,0.0,0.0,0.9048374
449,449.0,0.31180555,0.76576203,0.9999913,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-85.1377201568076,-28.5,32.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.5488116,0.0,0.0,1.0,0.0,0.0,0.7408182
450,450.0,0.3125,0.76576203,0.9999916,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-85.2377201568076,-28.5,32.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.36787945,0.0,0.0,1.0,0.0,0.0,0.5488116
451,451.0,0.31319445,0.76576203,0.9999919,0.9950548,0.99991786,0.6666667,1.0,2,1,0,-1.8678794411714423,0.0,0.0,0.6321205588285577,0.0,-1.5,-1.0,0.0,101,0,-87.10559959797904,-30.0,33.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.22313017,0.0,0.0,1.0,0.0,0.0,0.36787945
452,451.99997,0.31388888,0.76576203,0.99999213,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-87.20559959797903,-30.0,33.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.12245643,0.0,1.0,0.0,0.5079774,0.73214424,0.4100208
453,453.0,0.31458333,0.76576203,0.9999924,0.9950548,0.99991786,0.6666667,1.0,1,0,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-87.30559959797903,-30.0,33.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.060810063,0.0,1.0,0.0,0.47770002,0.6996766,0.4886847
454,454.0,0.31527779,0.76576203,0.99999267,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-87.40559959797902,-30.0,33.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.027323723,0.0,1.0,0.0,0.4462436,0.66403675,0.59094775
455,454.99997,0.3159722,0.76576203,0.9999929,0.9950548,0.99991786,0.6666667,1.0,1,0,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-87.50559959797901,-30.0,33.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.011108996,0.0,1.0,0.0,0.41364443,0.62510043,0.70002836
456,456.0,0.31666666,0.76576203,0.9999931,0.9950548,0.99991786,0.6666667,1.0,1,0,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-87.60559959797901,-30.0,33.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.37994897,0.5827829,0.8000189
457,457.0,0.31736112,0.76576203,0.9999933,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-87.705599597979,-30.0,33.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.34521404,0.5370496,0.8800113
458,458.00003,0.31805557,0.76576203,0.99999356,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-87.805599597979,-30.0,33.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.30950692,0.487925,0.93600607
459,459.0,0.31875,0.76576203,0.99999374,0.9950548,0.99991786,0.6666667,1.0,1,0,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-87.90559959797899,-30.0,33.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.27290508,0.4355021,0.97013617
460,460.0,0.31944445,0.76576203,0.999994,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-88.00559959797899,-30.0,33.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.23549575,0.37994897,0.98805445
461,461.00003,0.3201389,0.76576203,0.99999416,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-88.10559959797898,-30.0,33.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19737533,0.32151273,0.9960182
462,462.0,0.32083333,0.76576203,0.99999434,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-88.20559959797897,-30.0,33.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1586485,0.26052046,0.9989382
463,463.0,0.32152778,0.76576203,0.9999946,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-88.30559959797897,-30.0,33.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1194273,0.19737533,0.9997876
464,464.0,0.32222223,0.76576203,0.99999475,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-88.40559959797896,-30.0,33.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07982977,0.1325488,0.9999717
465,465.0,0.32291666,0.76576203,0.9999949,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-88.50559959797896,-30.0,33.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03997868,0.06656808,0.9999981
466,466.0,0.3236111,0.76576203,0.99999505,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-88.60559959797895,-30.0,33.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
467,467.0,0.32430556,0.76576203,0.99999523,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-88.70559959797895,-30.0,33.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
468,467.99997,0.325,0.76576203,0.9999954,0.9950548,0.99991786,0.6666667,1.0,2,1,0,-2.5,0.0,0.0,0.0,0.0,-1.5,-1.0,0.0,101,0,-91.20559959797895,-31.5,34.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
469,469.0,0.32569444,0.76576203,0.9999955,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-91.30559959797894,-31.5,34.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
470,470.0,0.3263889,0.76576203,0.9999957,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-91.40559959797893,-31.5,34.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
471,470.99997,0.32708332,0.76576203,0.9999958,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-91.50559959797893,-31.5,34.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
472,472.0,0.32777777,0.76576203,0.99999595,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-91.60559959797892,-31.5,34.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
473,473.0,0.32847223,0.76576203,0.99999607,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-91.70559959797892,-31.5,34.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
474,474.00003,0.32916668,0.76576203,0.99999624,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-91.80559959797891,-31.5,34.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
475,475.0,0.3298611,0.76576203,0.99999636,0.9950548,0.99991786,0.6666667,1.0,1,1,0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,101,0,-91.9055995979789,-31.5,34.002597953613375,0,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
